#{"t_start": 1677034273.2847757, "env_id": "gym_cell/cg-v0"}
r,l,t
50,20,1.637197
175.7185,20,1.946972
60,20,2.312403
66,20,2.661783
32,20,2.91604
66,20,3.245364
52,20,3.530103
66,20,3.815407
342.325,20,4.089125
267.5675,20,4.34612
42,20,4.646936
286.4125,20,4.967103
24,20,5.202863
295.27125,20,5.525734
-4,20,5.803955
4,20,6.059399
60,20,6.362203
198.33375,20,6.634805
0,20,6.881328
301.74,20,7.173471
-20,20,7.402233
221.3925,20,7.679648
44,20,8.000084
30,20,8.230987
195.0975,20,8.512504
241.4745,20,8.794967
285.2275,20,9.153822
385.61,20,9.494729
46,20,9.774579
284.527,20,10.107193
-20,20,10.340692
60,20,10.574203
12,20,10.852213
48,20,11.108063
0,20,11.374277
257.316,20,11.696324
-100,20,11.903771
50,20,12.219896
279.59975,20,12.536552
240.034,20,12.813767
117.719,20,13.094007
224.5525,20,13.330561
308.405,20,13.655128
192.511,20,13.931
403.2355,20,14.25205
253.93825,20,14.540587
50,20,14.844558
96.0585,20,15.096613
239.824,20,15.358415
58,20,15.679258
50,20,15.986876
0,20,16.21694
116.2905,20,16.46666
40,20,16.7658
229.4015,20,17.06895
289.91525,20,17.372561
233.439,20,17.634892
217.4155,20,17.89606
24,20,18.190751
90,20,18.503728
42,20,18.803741
90,20,19.047487
52,20,19.318293
58,20,19.586717
263.174,20,19.872291
289.9465,20,20.171021
-100,20,20.379371
241.50175,20,20.648423
58,20,20.913986
121.19075,20,21.148234
58,20,21.41538
24,20,21.685427
236.9545,20,21.939133
78,20,22.22051
238.876,20,22.480501
24,20,22.758179
236.23,20,23.003318
30,20,23.234987
48,20,23.499227
311.586,20,23.756303
72,20,24.065754
342.415,20,24.387123
234.4575,20,24.691895
12,20,24.959716
244.4025,20,25.227763
243.179,20,25.530327
215.35,20,25.805426
137.452,20,26.048306
84,20,26.301009
300.502,20,26.63714
14,20,26.893969
156.038,20,27.147728
36,20,27.431286
193.498,20,27.684242
262.629,20,27.975858
38,20,28.243381
230.5845,20,28.51399
52,20,28.814591
230.18825,20,29.063925
48,20,29.351713
-22,20,29.58111
278.059,20,29.900872
235.682,20,31.24979
241.89425,20,31.554461
-10,20,31.776768
48,20,32.089044
48,20,32.365077
300.84025,20,32.642989
308.04675,20,32.917031
90,20,33.160183
231.09025,20,33.414126
316.74875,20,33.722027
274.85575,20,34.000051
84,20,34.276457
62,20,34.563408
74,20,34.849867
60,20,35.104873
230.6875,20,35.385214
62,20,35.655273
54,20,35.968354
166.188,20,36.240474
213.1595,20,36.49283
