#{"t_start": 1677036907.5310884, "env_id": "gym_cell/cg-v0"}
r,l,t
122.0945,20,1.654678
72,20,1.950207
66,20,2.298891
68,20,2.626328
165.38575,20,2.900367
284.5375,20,3.287344
74,20,3.576984
232.9275,20,3.873937
230.7805,20,4.175394
90,20,4.415429
30,20,4.747599
327.545,20,5.061471
-20,20,5.289109
68,20,5.59064
6,20,5.855173
232.9385,20,6.126318
54,20,6.437441
26,20,6.70672
44,20,6.955782
267.835,20,7.246774
-20,20,7.473377
101.38625,20,7.70967
-24,20,7.989808
207.3625,20,8.229523
32,20,8.505558
251.569,20,8.790669
251.861,20,9.119056
52,20,9.404129
44,20,9.687513
277.163,20,9.999611
48,20,10.249328
-16,20,10.48284
18,20,10.755784
258.2985,20,11.009177
12,20,11.281402
386.2385,20,11.622999
-100,20,11.833377
78,20,12.131716
78,20,12.416469
44,20,12.684554
48,20,12.96811
194.2725,20,13.235579
242.1245,20,13.570892
277.8275,20,13.891199
260.02,20,14.162047
48,20,14.466595
36,20,14.778301
90.3415,20,15.035769
54,20,15.276145
58,20,15.576463
62,20,15.921273
180.3475,20,16.159465
232.11925,20,16.422021
18,20,16.734158
68,20,17.04631
48,20,17.336385
60,20,17.573325
228.5095,20,17.803187
36,20,18.079823
303.987,20,18.416926
26,20,18.785916
80,20,19.011532
165.93125,20,19.308814
293.8415,20,19.574192
283.2165,20,19.852743
259.76,20,20.145915
80,20,20.395404
44,20,20.657899
58,20,20.914133
233.5635,20,21.157334
52,20,21.422071
18,20,21.685137
242.491,20,21.942337
72,20,22.22648
209.98125,20,22.501912
22,20,22.772091
54,20,22.999433
70,20,23.250714
64,20,23.529802
273.19975,20,23.794354
60,20,24.108255
84,20,24.402297
348.527,20,24.750583
38,20,25.019616
163.9615,20,25.288538
58,20,25.60516
236.7565,20,25.886314
50,20,26.120276
255.317,20,26.384185
48,20,26.67512
20,20,26.913193
72,20,27.16875
42,20,27.463381
8,20,27.711964
58,20,28.015097
38,20,28.27267
28,20,28.528658
66,20,28.822631
206.74125,20,29.087143
66,20,29.383347
-10,20,29.617029
54,20,29.88961
48,20,31.272652
235.557,20,31.574821
-40,20,31.802173
22,20,32.105309
258.68475,20,32.40274
66,20,32.690651
286.182,20,32.951654
70,20,33.183857
64,20,33.470352
78,20,33.773487
74,20,34.022979
236.585,20,34.314939
253.905,20,34.590698
78,20,34.90472
265.09,20,35.20272
54,20,35.463879
228.471,20,35.764491
62,20,36.083888
209.0025,20,36.365551
72,20,36.637981
234.589,20,36.901479
213.0685,20,37.159288
34,20,37.426477
56,20,37.732181
44,20,37.968034
292.824,20,38.247161
62,20,38.53036
62,20,38.784788
252.379,20,39.12458
50,20,39.361455
42,20,39.648663
350.642,20,39.988208
58,20,40.283163
214.1705,20,40.538505
260.974,20,40.824567
258.4815,20,41.067125
232.42525,20,41.361248
277.436,20,41.637134
48,20,41.918935
50,20,42.2164
66,20,42.488491
273.7485,20,42.802167
224.8245,20,43.080195
292.7425,20,43.409077
44,20,43.637788
281.40975,20,43.932183
48,20,44.221386
293.0,20,44.483273
87.64025,20,44.782915
247.163,20,45.096572
275.918,20,45.358258
34,20,45.604973
54,20,45.859235
0,20,46.108621
219.7085,20,46.373791
194.953,20,46.636987
14,20,46.897203
54,20,47.162106
30,20,47.411995
90,20,47.663651
18,20,47.913015
64,20,48.180429
80,20,48.436156
111.87425,20,48.717816
270.1035,20,48.988532
253.87975,20,49.288419
42,20,49.562523
239.221,20,49.833707
58,20,50.131758
242.099,20,50.410738
252.63025,20,50.682836
60,20,50.930802
224.035,20,51.183579
90,20,51.453115
241.39075,20,51.750224
90,20,52.016643
261.416,20,52.266204
236.015,20,52.570449
242.0135,20,52.850712
74,20,53.109596
-6,20,53.339945
258.7115,20,53.606508
258.2585,20,53.877829
40,20,54.178493
64,20,54.429179
68,20,54.707517
237.85975,20,54.988216
78,20,55.272188
68,20,55.588461
279.595,20,55.852865
259.15525,20,56.137777
261.405,20,56.40056
243.56375,20,56.681278
78,20,56.941854
64,20,57.210312
232.7695,20,57.467352
90,20,57.73591
285.9005,20,58.023871
26,20,58.319679
264.9785,20,58.583076
342.35975,20,58.878483
74,20,59.123207
78,20,60.481822
280.28575,20,60.765608
74,20,61.046029
64,20,61.289546
24,20,61.552043
270.092,20,61.83261
232.9925,20,62.097151
70,20,62.343386
257.8105,20,62.642843
292.931,20,62.913239
44,20,63.16524
78,20,63.433441
78,20,63.710981
270.42875,20,63.961147
308.5525,20,64.253178
227.0915,20,64.542619
287.9695,20,64.823123
80,20,65.089426
235.348,20,65.393066
283.137,20,65.696706
42,20,65.958876
232.6375,20,66.255744
228.713,20,66.582302
241.0005,20,66.838995
74,20,67.13025
72,20,67.368201
38,20,67.679185
56,20,67.990804
266.92925,20,68.263474
233.3245,20,68.533775
240.738,20,68.82859
84,20,69.091332
62,20,69.379062
282.01175,20,69.66039
78,20,69.918669
64,20,70.175062
373.28975,20,70.509244
242.889,20,70.799156
4,20,71.047533
42,20,71.372538
238.49825,20,71.706783
313.0995,20,71.991952
311.255,20,72.313055
68,20,72.623853
72,20,72.902064
78,20,73.197167
74,20,73.466351
68,20,73.719563
217.179,20,74.030624
80,20,74.28671
62,20,74.581527
66,20,74.882694
84,20,75.152189
272.2535,20,75.450767
24,20,75.721518
62,20,76.014469
30,20,76.25659
323.713,20,76.554533
286.57075,20,76.851195
72,20,77.127685
276.074,20,77.402601
278.945,20,77.702291
72,20,77.981952
320.2065,20,78.310986
84,20,78.569969
215.068,20,78.877049
54,20,79.139862
247.9655,20,79.423434
238.297,20,79.678935
90,20,79.932239
78,20,80.234535
54,20,80.519799
0,20,80.75015
68,20,81.028141
68,20,81.309761
48,20,81.55629
261.977,20,81.843561
323.886,20,82.151384
74,20,82.453313
336.962,20,82.745156
203.7325,20,83.001698
10,20,83.242884
58,20,83.513644
143.21175,20,83.817414
215.90375,20,84.120185
66,20,84.446215
32,20,84.721303
54,20,84.964988
261.0065,20,85.240946
227.138,20,85.485307
66,20,85.77814
355.616,20,86.093776
271.45175,20,86.349466
52,20,86.649657
270.3575,20,86.929624
241.003,20,87.196867
206.885,20,87.477671
241.6335,20,87.731517
300.9335,20,88.058733
280.31,20,88.339835
229.95,20,88.666407
238.1585,20,88.973589
80,20,89.258985
133.73775,20,90.62302
231.388,20,90.907463
144.72275,20,91.176687
304.081,20,91.500963
153.7685,20,91.778342
